Genres,revenue
Action,6.074887355
Action,8.796669836
Comedy,7.777440692
Comedy,8.459970443
Action,7.893812405
Drama,5.987136925
Adventure,9.01941284
Drama,7.737782644
Comedy,8.405612672
Thriller,7.607377369
Action,6.598208359
Animation,8.823273521
Action,8.548541885
Drama,5.936844866
Thriller,8.415133652
Adventure,8.342128785
Comedy,8.272680943
Comedy,8.334850652
Action,9.050668544
Comedy,7.558232926
Comedy,7.417000407
Comedy,7.151273388
Comedy,8.230072606
Comedy,8.068185862
Animation,8.748073541
Action,7.256116147
Adventure,7.241172787
Drama,7.892399754
Drama,6.124579535
Action,8.568869993
Comedy,8.154883884
Drama,7.773709179
Action,7.291374934
Animation,7.160168293
Animation,8.751086033
Action,6.66596184
Comedy,7.237382683
Thriller,8.683821396
Comedy,5.160267394
Comedy,7.87766176
Drama,8.094373721
Action,7.60796344
Comedy,7.548846348
Drama,6.249671542
Comedy,5.79375617
Action,7.785086662
Drama,6.761541009
Adventure,7.688375509
Comedy,7.005609445
Comedy,7.944609887
Drama,6.245328053
Drama,8.138465628
Drama,7.013866547
Drama,8.042206091
Drama,5.212893093
Drama,7.438732811
Action,7.362804966
Drama,7.880773938
Action,7.761755785
Action,5.005334977
Comedy,7.593150695
Drama,5.142170386
Drama,8.125262782
Thriller,6.491265578
Drama,5.40466099
Action,8.476061018
Drama,7.803069957
Drama,4.348713647
Drama,6.548812572
Drama,6.780960859
Adventure,8.121476076
Action,8.240375985
Drama,4.667406252
Comedy,7.440957371
Thriller,7.290124557
Drama,4.838502776
Drama,7.309080586
Comedy,6.11291888
Thriller,7.914275204
Drama,7.071549866
Drama,7.247818046
Comedy,7.483246231
Drama,7.585487125
Thriller,7.195891547
Action,6.402760577
Drama,7.187382148
Action,8.184494458
Drama,7.927401317
Action,6.567759223
Adventure,8.57047297
Adventure,8.268975955
Drama,5.925174354
Comedy,8.17514575
Drama,6.758019159
Action,6.328009582
Drama,6.051740834
Comedy,5.551069213
Action,7.527151192
Drama,5.003955725
Comedy,8.248569546
Drama,6.549291837
Comedy,8.217968602
Adventure,8.852584807
Drama,8.249405984
Drama,7.380211242
Drama,7.544783371
Drama,5.68537624
Drama,7.398530248
Comedy,7.543350096
Drama,7.742315626
Animation,8.177266507
Adventure,8.524545405
Drama,6.030438602
Comedy,7.360574993
Comedy,8.152424844
Action,8.841805663
Drama,8.079477338
Thriller,8.366642253
Comedy,8.534908319
Drama,6.750880664
Comedy,7.085883447
Drama,5.48269783
Drama,7.979568391
Drama,5.534684667
Action,7.523390121
Action,7.0918708
Drama,6.746379229
Drama,7.979145004
Drama,8.629899556
Drama,5.938739319
Drama,6.148054506
Thriller,5.907161355
Comedy,6
Drama,6.818352269
Drama,5.958085849
Comedy,5.595293357
Comedy,7.633468456
Drama,5.247160351
Action,8.173819337
Drama,6.728828162
Drama,7.538098728
Comedy,6.872062117
Drama,5.786031259
Drama,6.645184423
Adventure,7.403892296
Drama,7.538632176
Drama,4.861468694
Drama,4.2504444
Action,6.613332945
Drama,6.986601744
Comedy,5.088313316
Comedy,4.490028748
Drama,8.136200865
Comedy,6.977912779
Comedy,7.576463558
Drama,4.32819606
Comedy,6.1548167
Drama,5.981020838
Comedy,7.462508983
Adventure,5.794855961
Drama,6.505149978
Drama,5.518577105
Comedy,3.139249218
Drama,7.69019608
Comedy,5.244786592
Comedy,7.131035439
Action,3.526080692
Drama,6.575139562
Comedy,5.303511401
Comedy,5.73231011
Drama,1.041392685
Adventure,5.034820899
Drama,7.681241237
Drama,6.447539268
Drama,5.959740473
Comedy,5.563928202
Drama,3.716504164
Adventure,6.491361694
Adventure,6.736077637
Action,4.031771908
Adventure,6.86931857
Comedy,6.784347932
Drama,5.304505607
Comedy,7.72602291
Comedy,4.742583747
Thriller,4.230729845
Comedy,6.858006336
Drama,7.256477206
Drama,5.401400541
Drama,7.293583513
Comedy,7.111793292
Thriller,1.176091259
Drama,7.498310554
Drama,1.176091259
Comedy,4.582756317
Drama,0.903089987
Drama,6.612783857
Action,6.77815125
Action,7.447158031
Action,7.995196292
Comedy,6.096474806
Comedy,1.77815125
Drama,7.255272505
Comedy,6.991949238
Comedy,5.602205456
Action,6.352673861
Comedy,6.903089987
Comedy,6.291590826
ScienceFiction,9.181717256
Action,8.494952049
ScienceFiction,8.839610447
Action,9.035405361
Action,8.441809683
Thriller,8.007570654
Thriller,7.800029359
Action,7.888057734
Action,7.664841113
Drama,7.702132089
Action,7.566952459
Adventure,7.393034675
ScienceFiction,8.161368002
Drama,8.106295415
Action,8.318222418
Drama,8.29250986
Comedy,6.094806765
Adventure,8.551075025
Drama,7.25768311
Comedy,8
Animation,8.542626671
Action,7.909945041
Action,8.195829266
Action,8.453531001
Comedy,6.811840528
Action,8.30445892
Action,7.507910223
Adventure,8.478566496
Action,6.910359212
Comedy,8.371048612
Comedy,7.738933494
Adventure,8.262495044
Thriller,8.481479155
Comedy,7.731667326
Comedy,7.982590083
Drama,7.997199073
Action,7.605802486
Comedy,8.390099521
Comedy,8.253772889
Action,8.795203225
Adventure,8.59835271
Animation,8.07312555
ScienceFiction,8.605488362
Comedy,6.964093142
Comedy,7.383095744
Comedy,7.834186427
Thriller,7.204119983
Drama,6.782727393
Drama,7.34329586
Comedy,6.602905174
Animation,8.873274829
Animation,8.731575234
Action,8.050244918
Comedy,7.77392251
Comedy,6.983909816
Comedy,8.739863608
Drama,8.223292299
Adventure,6.943708049
Action,8.876342484
Animation,8.943120794
Drama,7.324441859
Drama,7.094638036
Comedy,7.834216302
Comedy,6.218480887
Drama,5.732515988
Comedy,6.960388144
Action,8.298420911
Drama,6.847202796
Action,9.044759601
Comedy,8.020807556
Drama,8.057974226
Comedy,7.887122958
Comedy,6.490634412
Action,7.158362492
Comedy,7.077293542
Drama,7.121607801
Comedy,8.062019203
Action,7.226949855
Action,7.672485778
Drama,5.504178516
Drama,2.485721426
Comedy,7.763864816
ScienceFiction,6.521796613
Action,8.380499328
Drama,6.221135313
Comedy,5.402438504
Drama,7.451142343
Action,7.613183457
Drama,7.550045495
Thriller,5.001495737
Drama,7.523746467
Drama,7.225309282
Drama,5.806925777
Action,6.209631883
Drama,7.391596091
Thriller,7.131976922
Action,8.575351028
Thriller,6.131576323
Drama,6.880510223
Drama,4.088136089
Comedy,5.01024906
Drama,7.410980031
Animation,7.547624436
Animation,8.554338437
Drama,8.366094316
Comedy,7.288299786
Drama,4.397853141
Action,6.612783857
Action,7.482204941
Drama,8.115553494
Thriller,7.718524906
Drama,5.172226263
Comedy,7.863918399
Drama,6.960867217
Drama,5.575876856
Drama,8.313316021
Drama,8.208904361
Drama,7.838402923
Adventure,8.784629105
Action,7.193362421
Drama,6.725139829
Action,6.323573215
Drama,7.474867989
Adventure,8.918554531
Drama,4.950544962
Drama,7.372369551
Drama,6.615871177
Adventure,9.009069794
Comedy,6.948784647
Drama,6.197745487
Drama,6.2630537
Drama,5.06523229
Drama,6.447913357
Thriller,8.123265817
Action,6.666159259
Comedy,7.621837879
Drama,8.628765058
Comedy,7.944772694
Thriller,8.255933391
Drama,8.645235315
Comedy,4.360404055
Drama,5.78589334
Drama,7.774665097
Comedy,4.16337012
Comedy,8.078356143
Action,7.790285164
Drama,6.910559736
Action,6.798937848
Drama,7.065206128
Action,3.759667845
Drama,7.292987264
Thriller,3.401572846
Thriller,6.294288283
Drama,5.096628499
Drama,6.36055517
Drama,6.00246845
Thriller,5.623200688
Comedy,5.486747759
Comedy,4.790861963
Drama,5.446746808
Drama,4.650200637
Drama,6.369443338
Drama,5.946501391
Thriller,6.146843102
Comedy,6.439376121
Drama,6.129608374
Drama,6.524560331
Comedy,7.074781564
Action,2.847572659
Comedy,4.655618584
Thriller,5.635759115
Comedy,7.000734812
Drama,6.535046894
Drama,3.477555332
Thriller,4.168850904
Drama,6.738388724
Thriller,6
Drama,5.855643309
Drama,2.492760389
Action,7.92178892
Comedy,6.027708721
Drama,4.90886553
Comedy,8.318063335
Drama,6.249275667
Drama,3.813447544
Comedy,7.056295459
Drama,6.55910789
Drama,5.412722557
Drama,4.262332414
Animation,7.78166883
Comedy,6.440213654
Drama,6.379305518
Comedy,7.057565771
Adventure,7.686636269
Animation,6.908975869
Animation,7.230448921
Comedy,7.39983931
Action,6.591451847
Comedy,3.287353773
Drama,4.171316825
Comedy,6.829220895
Comedy,5.698970004
Drama,4.38501609
Drama,5.081635302
Animation,4.867502843
Animation,7.361727836
Drama,7.465283637
Animation,7.093421685
Comedy,7.121197946
Drama,6.865660439
Animation,7.190031988
Comedy,6.950734724
Action,6.857332496
Thriller,6.447158031
Comedy,7.544068044
Comedy,7.02951502
Drama,4.626648268
Drama,4.39077619
Animation,7.644022186
Comedy,7.611988497
Action,7.690444177
Action,5.070514405
Drama,4.48650132
Action,6
Action,6.101041116
Action,7.491361694
Drama,0.301029996
Action,7.204119983
Drama,4.481327948
Comedy,6.223480365
Action,2.100370545
Comedy,4.539816028
Action,3.723455672
Comedy,3.539327064
Action,6.661640069
Comedy,6.997310704
Action,0.698970004
Comedy,5.014957134
Comedy,7.066925248
Drama,4.156942685
Drama,5.063933524
Action,6.977258387
Drama,5.658788613
Comedy,7.779175577
Drama,5.647478817
Thriller,7.294491886
Comedy,7.511067297
Action,7.664798378
Drama,3.920436407
Drama,6.380484399
Thriller,7.801902601
Comedy,8.240461906
Action,8.483807144
Comedy,7.681835019
Animation,7.872725106
Thriller,7.632765562
ScienceFiction,7.400957679
Action,8.295979436
Adventure,8.570398476
Drama,7.081974925
Thriller,6.014767857
Thriller,7.257067229
Adventure,8.767288679
Comedy,7.450782516
Comedy,7.438350568
Drama,7.501391829
Comedy,7.069080218
Action,8.206895034
Comedy,2.357934847
Drama,7.550052251
Action,7.801590293
Comedy,7.255272505
Thriller,7.384918883
Action,3.988870966
Action,8.456621936
Drama,5.769092873
Drama,7.977816
Comedy,7.8941983
Thriller,7.935382759
Drama,6.456520894
Action,7.806700381
Action,8.10051295
Action,9.084733523
Animation,6.464752816
Comedy,5.020402721
Drama,7.334206374
Drama,8.545357124
Action,8.669656414
Comedy,7.643452676
Drama,7.031807186
Drama,7.014410775
Comedy,8.558708657
Action,8.896900745
Animation,8.428825605
Drama,7.026604633
Comedy,6.609575842
Drama,7.193124598
ScienceFiction,8.387110519
Thriller,8.070772382
Drama,6.200188707
Comedy,7.36546275
Action,8.821412324
Comedy,7.338841769
ScienceFiction,7.950990659
Thriller,5.71561481
Drama,7.282071975
Animation,8.871315789
Action,8.610237272
Drama,7.284563213
Action,8.725801412
ScienceFiction,8.456579635
Drama,6.02794905
Animation,8.987112716
Action,8.312530103
Comedy,7.66359999
Action,6.921836502
Action,8.200506263
Action,7.950802385
Comedy,6.835982814
Drama,7.240195429
Action,4.578455828
Action,4.60076604
Drama,4.516482489
Animation,8.4511271
Action,8.618509013
Action,8.120377833
Comedy,7.99653888
Comedy,6.922781752
Thriller,4.754539444
Adventure,8.241991382
Comedy,6.991226076
Action,6.312799357
Comedy,8.431354304
Comedy,8.392669309
Action,7.783188691
ScienceFiction,7.992718258
Animation,8.342005384
Drama,7.139407243
Animation,8.07163314
Drama,7.55547426
Action,7.95696241
Drama,4.544340944
Drama,8.064166521
Comedy,6.47186384
Comedy,7.940020394
Thriller,6.740121866
Action,6.561023227
Drama,5.503766177
Comedy,7.995929915
Action,7.02126945
ScienceFiction,8.855151155
Thriller,2.907948522
Drama,6.894703653
Drama,8.086810576
Thriller,7.187520721
Comedy,6.33426089
Drama,7.955435777
Drama,6.204119983
Comedy,6.55220874
Comedy,7.672097858
Drama,4.823206788
Drama,4.088029718
Drama,7.246865557
Comedy,7.402929458
Comedy,4.292544028
Action,5.668467922
Animation,8.395124703
Action,7.977723605
Action,7.17632748
Drama,6.065443393
Comedy,7.351342243
Action,8.089605278
Drama,7.915897105
Drama,6.93222042
Thriller,7.851315439
Drama,5.658788613
Drama,8.271841607
Action,6.785950219
ScienceFiction,8.098772407
ScienceFiction,4.381728619
Comedy,8.181361988
Action,8.809271033
Drama,7.741925584
Drama,5.187859
Animation,8.041392685
Comedy,8.128407185
Drama,8.000563661
Drama,7.884151179
Comedy,7.855065817
Drama,7.184644735
Adventure,8.928100479
Adventure,8.981546805
Drama,8.178869007
Comedy,7.70896539
Action,4.066325925
Animation,9.10524408
Drama,7.517661874
Action,7.634062911
Drama,7.436639632
Comedy,7.870339148
Drama,8.39997089
Adventure,8.274465724
Action,8.174047011
Comedy,8.051324585
Drama,2.588831726
Drama,6.686727587
Comedy,8.239672324
Action,7.938314097
Adventure,7.758035133
Action,5.726131173
Comedy,7.652316558
Comedy,5.24478412
Drama,6.626868899
Drama,6.091404543
Comedy,6.653212514
Animation,7.702025368
Animation,7.380211242
Drama,7.300572899
Drama,7.348484445
Drama,7.337784032
Drama,4.910523022
Drama,6.606142868
Drama,4.270492504
Thriller,6.531060516
Comedy,4.521556479
Drama,7.306978256
Adventure,6.977485318
Comedy,6.323855155
Comedy,4.80662083
Drama,6.347752783
Drama,5.53425843
Drama,4.176091259
Comedy,6.892094603
Drama,6.191402384
Animation,7.23394245
Drama,4.739690988
Comedy,5.718925811
Drama,3.369215857
Thriller,6.383002008
Drama,5.256693698
Comedy,6.428352697
Comedy,6.347349143
Comedy,3.621902961
Drama,7.217627632
Drama,6.768466865
Animation,7.270958813
Comedy,7.802533333
Drama,5.532641015
Drama,6.84622506
Animation,7.477121255
Drama,5.063933524
Thriller,6.079181246
Comedy,6.524559293
Drama,7.505149978
Drama,3.826139618
Thriller,5.011219314
Comedy,5.423986002
Drama,6.242839717
Drama,7.944482672
Drama,4.606381365
Animation,7.383568214
Action,7.859064906
Animation,8.1022502
Drama,7.03744379
Drama,7.204119983
Action,6.570699935
Action,6.518837961
Drama,6.117494353
Drama,5.544075489
Animation,7.434367278
Drama,4.102639484
Thriller,4.96425963
Comedy,3.963551734
Drama,6.133510167
Comedy,7.508272527
Action,7.689887621
Drama,4.526610627
Drama,1.041392685
Action,3.167021796
Drama,7.255272505
Drama,4.682370743
Drama,4.481198897
Action,7.909395546
Thriller,6.812913357
Action,7.707570176
Action,7.959041392
Action,7.698970004
Drama,3.807535028
Comedy,6.977723605
Drama,4.052847783
Drama,4.145600358
Comedy,7.079181246
Drama,1.897627091
Drama,1.672097858
Comedy,5.929551238
Drama,6.633468456
Comedy,6.873396408
Drama,5.346352974
Comedy,6.69019608
Comedy,3.88286592
Action,7.322219295
Comedy,7.910357557
Animation,7.262806923
Comedy,5.875061263
Adventure,6.326104517
Comedy,6.681572713
Adventure,6.787774781
Thriller,5.30191072
Drama,7.32276265
Action,8.18751457
Action,7.703713488
Adventure,8.460518827
Drama,4.684755622
Animation,6.712256049
Drama,4.87588853
Adventure,8.671321618
Action,8.38505003
Action,7.243249387
Comedy,6.85590343
Drama,5.88688874
Drama,7.532473079
Drama,7.488553974
Drama,6.373916894
Comedy,7.690219868
Comedy,8.24204503
Comedy,7.415792423
Adventure,8.829380985
Action,7.720969222
Action,8.347933899
Action,8.528376774
Comedy,6.494705881
Animation,8.436023316
Thriller,6.730802537
Action,8.308089601
Comedy,4.17814207
Comedy,6.542218609
Drama,7.831230104
Action,8.854164233
Drama,8.55947268
Drama,6.596253922
Action,7.787314873
Comedy,7.905165777
Drama,7.45986189
Action,6.419494623
Action,8.848630845
Drama,7.474055924
Drama,5.630852808
Animation,8.699133646
Thriller,8.013002723
Drama,8.005750737
Comedy,8.293983589
Action,7.838199234
Drama,6.666077847
Action,8.071261889
Comedy,8.428389786
Comedy,7.018272108
Action,8.102251253
Action,8.873821917
Action,8.723518118
Comedy,4.772387726
Comedy,7.662454995
Comedy,8.091648003
Thriller,6.65393217
Action,8.568836569
Adventure,6.688263341
Drama,7.58328525
Comedy,6.535296399
Drama,6.126574571
Drama,6.764126047
Thriller,8.284048698
Drama,8.013743212
Drama,7.646883832
Comedy,7.846222201
ScienceFiction,9.037985978
Comedy,5.809684935
Animation,8.179453509
Comedy,7.361727836
Comedy,8.002275948
Drama,6.824546967
Drama,5.450800097
Drama,7.117005997
ScienceFiction,8.85165244
Comedy,7.403333102
Comedy,8.100610061
ScienceFiction,5.52694893
Action,8.888364088
Thriller,5.778799313
Action,8.31423083
Action,8.386320574
Thriller,7.499066189
Drama,6.739041928
Drama,7.503948552
Comedy,7.70782013
Drama,7.948808058
Thriller,6.660013597
ScienceFiction,8.678700435
Drama,7.8259481
Comedy,4.1389024
Comedy,8.135518321
Drama,7.896938508
Drama,6.836378114
Drama,5.927731611
Drama,6.87642766
Action,8.205751474
Drama,5.230387605
Drama,7.279998332
Drama,6.722988205
Action,8.541978238
Drama,4.776294296
Drama,6.331638015
Comedy,6.028156686
Comedy,6.110589037
Comedy,6.133378254
Thriller,4.529186444
Animation,8.034451053
Drama,7.615911353
Comedy,6.261668418
Adventure,6.050938218
Thriller,8.425838642
Drama,6.031480369
ScienceFiction,6.477121255
Comedy,6.522835314
Drama,7.55541144
Action,7.948225421
Drama,7.922826045
Drama,5.993439317
Drama,6.354535414
Drama,7.623972512
Comedy,7.739075541
Thriller,7.294089616
Adventure,8.814317825
Comedy,6.64732731
Drama,4.450372295
Drama,3.916506587
Drama,7.082652549
Drama,4.060168812
Drama,5.246476422
Comedy,7.04575217
Drama,5.900067663
ScienceFiction,8.876275721
Adventure,8.428186368
Drama,7.431477502
Comedy,8.230032335
Drama,8.092463388
Drama,7.478969769
Animation,5.749028658
Comedy,8.032096153
Drama,7.333874084
Thriller,6.211079674
Drama,7.642312659
Drama,6.267527704
Thriller,6.389316023
Action,8.980466882
Drama,8.213366158
Adventure,6.068764165
Drama,6.543331601
Drama,7.720172051
Drama,7.405419636
Drama,7.460649984
Drama,5.663853514
Action,7.091407781
Adventure,8.543353081
Adventure,8.057584763
Comedy,8.126526919
Comedy,8.079181246
Thriller,8.512912986
Thriller,7.423267555
Comedy,6.394999457
Thriller,7.538977154
Drama,7.213195728
Comedy,4.411299759
Action,7.067158785
Comedy,4.372875197
Drama,6.37296371
Thriller,7.5929661
Thriller,6.068038474
Drama,6.149812243
Drama,4.724980003
Drama,4.815976001
Drama,4.783653502
Drama,6.698970004
Thriller,7.003322208
Thriller,5.278753601
Drama,5.674282308
Drama,6.031842542
Thriller,3.432969291
Drama,6.959266404
Action,6.875061263
Thriller,6.57499468
Drama,6.503037435
Comedy,6.155534917
Drama,5.180498623
Drama,5.036660828
ScienceFiction,7.176091259
Adventure,8.049825652
Thriller,4.661765374
Comedy,6.027126898
Comedy,7.15680738
Animation,7.307496038
Action,3.719331287
ScienceFiction,6.176091259
Action,6.192800427
Action,6.834639703
Comedy,5.049202512
Drama,4.508543185
Drama,6.008992137
Drama,4.850756479
Thriller,5.174167423
Thriller,6.511883361
Comedy,7.081282015
Comedy,4.653212514
Drama,5.100887255
Comedy,6.537521029
Drama,6.071217544
Drama,4.569970508
Action,5.764184355
Thriller,6.103254521
Drama,5.222130949
Drama,6.113943352
Comedy,6.176091259
Drama,6.062957834
Drama,4.696067928
Comedy,6.722632442
Comedy,8.174703631
Drama,7.191348381
Thriller,6.354001582
Thriller,0.602059991
Action,7.278753601
Action,7.740362689
Drama,6.720985744
Comedy,5.348310706
Thriller,5.359805138
Drama,4.602059991
Comedy,6.687043564
Drama,5.932194631
Comedy,6.133378254
